assignment_index,label_seed,cv_r2,in_sample_r2,pearson_label_hz_outcome
85,20260803,-0.006458773063521495,0.003471522644084346,0.019777333600986054
86,20260804,-0.00493250318461147,0.0009955226389867233,0.01582838933567755
87,20260805,-0.0076390213804991,0.0015995113742355294,-0.0035637272825058235
88,20260806,-0.010381559973981602,0.0004534810337404327,0.014012018052512445
89,20260807,-0.0016300132029047898,0.0019137073336236154,0.0007080524464357324
90,20260808,-0.009803575229409445,0.0006208239495623102,0.002275441331588147
91,20260809,-0.007681032623886752,0.0008061392201338391,0.003005969018863016
92,20260810,-0.005282094693854544,0.0040171039724111735,0.059731126505893864
93,20260811,-0.001732684041438226,0.003489095002747633,-0.05363178105819211
94,20260812,-0.0038515177961340186,0.0030684577457145146,0.019680652870728538
95,20260813,-0.005447897504238464,0.0015951329102421585,-0.03604659084643806
96,20260814,-0.00807458940722161,0.0018242407809648808,0.01455569056229568
97,20260815,-0.003449763760406288,0.0036991802528409945,-0.008549769489329546
98,20260816,-0.008769352435297417,0.0018028491152056736,-0.013131360757164784
99,20260817,0.0007089386663654551,0.004454938679122278,0.0560801793228278
100,20260818,0.0006598793090712984,0.005284518239704883,0.031943112948038026
101,20260819,-0.005473404139322957,0.0010145208147397389,0.027080923367959205
102,20260820,-0.007872259572154539,0.0006560193930067459,-0.008944661924974607
103,20260821,-0.003622119827377368,0.002740679822943126,-0.0008751430439014021
104,20260822,-0.0031984848672685917,0.005456777375941857,-0.044644363751774566
105,20260823,-9.416137530737778e-05,0.00580429105437652,0.04639439084418185
