agent_id,seed,K,gamma,D,global_mean_r,intrinsic_omega,abs_intrinsic_omega,mean_local_alignment
415,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.1514123705357531,0.1514123705357531,0.87709070434974168
416,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-7.082914483794891,7.082914483794891,0.0032152990228807464
417,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.028889715460529108,0.028889715460529108,0.91930692144013504
418,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.29435430784406247,0.29435430784406247,0.78641695455587268
419,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.43661433413128287,0.43661433413128287,0.57197778072691541
420,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.71596846873709596,0.71596846873709596,0.20582494612170849
421,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.032003217755922346,0.032003217755922346,0.92042998076664884
422,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,1.8621373855108754,1.8621373855108754,0.0017797471511541429
423,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.0898842603786352,0.0898842603786352,0.89354209760451031
424,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.019598254457013405,0.019598254457013405,0.91486719386301618
425,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.1631891930806324,0.1631891930806324,0.8301275738718954
426,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.025010124967759922,0.025010124967759922,0.90710696253317313
427,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.1631891930806324,0.1631891930806324,0.89827836325414878
428,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.11127653839471305,0.11127653839471305,0.87932447323695184
429,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.1341212495828783,0.1341212495828783,0.89486793718879132
430,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.27161639917099573,0.27161639917099573,0.74727926582998749
431,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.046943252609671166,0.046943252609671166,0.90820594871708804
432,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.95445429330023934,0.95445429330023934,0.070887972633790777
433,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.032003217755922346,0.032003217755922346,0.92052955644957823
434,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.14416717527502804,0.14416717527502804,0.87672743143468368
435,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,1.4812206849555269,1.4812206849555269,0.01260997400178277
436,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.31138480589203277,0.31138480589203277,0.75199558646228026
437,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.0019175135858009883,0.0019175135858009883,0.92273855247525605
438,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.33600750669310592,0.33600750669310592,0.74182108576759842
439,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.62793562589643215,0.62793562589643215,0.35798296218565889
440,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.28360441553149257,0.28360441553149257,0.78564433137045642
441,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.19820584292105628,0.19820584292105628,0.87442182505788868
442,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.37790469327546772,0.37790469327546772,0.52934070134896094
443,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.32136056205541624,0.32136056205541624,0.78098581683863488
444,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-0.13910133731875832,0.13910133731875832,0.88782289232885025
445,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.054932116327648481,0.054932116327648481,0.91677096468031993
446,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,-1.4540233718916964,1.4540233718916964,0.033583619968941381
447,424242,1.1000000000000001,0.25,0.12,0.6198033292001639,0.33600750669310592,0.33600750669310592,0.77041067490377391
